iter	Passed	Remaining
0	0	10
1	1	8
2	1	6
3	1	6
4	2	5
5	2	4
6	2	4
7	3	3
8	3	3
9	3	2
10	4	2
11	4	2
12	4	1
13	4	1
14	5	1
15	5	0
16	5	0
17	6	0
